_row,anon_polygon_id,date,n16_c60_r125_k2,n16_c60_r125_k3,n16_c80_r125_k2,n16_c80_r125_k3,n12_c60_r125_k2,n8_c80_r125_k3
41238,AOI-0062,2023-08-05,,,,,,
41246,AOI-0062,2023-08-25,,,,,,
41255,AOI-0062,2023-09-17,,,,,,
41267,AOI-0062,2023-10-12,,,,,,
41270,AOI-0062,2023-10-16,,,,,,
41281,AOI-0062,2024-04-22,0.93558075,0.91403496,0.93558075,0.91403496,0.93558075,0.91403496
41290,AOI-0062,2024-06-03,0.78910853,0.75632645,0.78910853,0.75632645,0.78910853,0.75632645
41291,AOI-0062,2024-06-08,0.54206634,0.50422521,0.54206634,0.50422521,0.54206634,0.50422521
41297,AOI-0062,2024-06-23,0.25438987,0.23581756,0.25438987,0.23581756,0.25438987,0.23581756
41313,AOI-0062,2024-07-30,0.09967416,0.10823748,0.09967416,0.10823748,0.09967416,0.10823748
41315,AOI-0062,2024-08-04,0.11570256,0.15153190,0.11570256,0.15153190,0.11570256,0.15153190
41317,AOI-0062,2024-08-12,0.22413101,0.20281930,0.22413101,0.20281930,0.22413101,0.20281930
41326,AOI-0062,2024-09-06,0.16506042,0.15964552,0.16506042,0.15964552,0.16506042,0.15964552
41341,AOI-0062,2024-10-26,0.12042060,0.12290790,0.12042060,0.12290790,0.12042060,0.12290790
41342,AOI-0062,2025-04-01,0.17752000,0.18569797,0.17752000,0.18569797,0.17752000,0.18569797
41343,AOI-0062,2025-04-07,0.42321946,0.41162871,0.42321946,0.41162871,0.42321946,0.41162871
41344,AOI-0062,2025-04-11,0.20587170,0.22064426,0.20587170,0.22064426,0.20587170,0.22064426
41351,AOI-0062,2025-04-24,0.23521349,0.24637575,0.23521349,0.24637575,0.23521349,0.24637575
41353,AOI-0062,2025-04-29,0.20572652,0.22417058,0.20572652,0.22417058,0.20572652,0.22417058
41362,AOI-0062,2025-05-28,0.28938069,0.35878764,0.28938069,0.35878764,0.28938069,0.35878764
41373,AOI-0062,2025-06-28,0.78196420,0.81636764,0.78196420,0.81636764,0.78196420,0.81636764
41376,AOI-0062,2025-07-06,0.73429215,0.73406993,0.73429215,0.73406993,0.73429215,0.73406993
41377,AOI-0062,2025-07-07,0.66277051,0.65125207,0.66277051,0.65125207,0.66277051,0.65125207
41383,AOI-0062,2025-07-15,0.49791150,0.49791150,0.49791150,0.49791150,0.49791150,0.49791150
41387,AOI-0062,2025-07-25,0.34015394,0.34566057,0.34015394,0.34566057,0.34015394,0.34566057
41391,AOI-0062,2025-08-02,0.33205967,0.29892259,0.33205967,0.29892259,0.33205967,0.29892259
41399,AOI-0062,2025-08-17,0.28301808,0.26631958,0.28301808,0.26631958,0.28301808,0.26631958
41416,AOI-0062,2025-09-24,0.21268480,0.23084579,0.21268480,0.23084579,0.21268480,0.23084579
41419,AOI-0062,2025-09-30,0.27172442,0.27784731,0.27172442,0.27784731,0.27172442,0.27784731
41423,AOI-0062,2025-10-08,0.16704074,0.18659096,0.16704074,0.18659096,0.16704074,0.18659096
41425,AOI-0062,2025-10-13,0.18580669,0.19430776,0.18580669,0.19430776,0.18580669,0.19430776
41441,AOI-0063,2025-04-14,0.28415888,0.29541888,0.28415888,0.29541888,0.28415888,0.29541888
41446,AOI-0063,2025-04-19,0.30526676,0.30526676,0.30526676,0.30526676,0.30526676,0.30526676
41450,AOI-0063,2025-04-23,0.44334158,0.44625483,0.44334158,0.44625483,0.44334158,0.44625483
41451,AOI-0063,2025-04-24,0.27604345,0.27604345,0.27604345,0.27604345,0.27604345,0.27604345
41463,AOI-0063,2025-05-06,0.25529697,0.23521523,0.25529697,0.23521523,0.25529697,0.23521523
41482,AOI-0063,2025-05-25,0.60674356,0.59859085,0.60674356,0.59859085,0.60674356,0.59859085
41493,AOI-0063,2025-06-05,0.56762220,0.56762220,0.56762220,0.56762220,0.56762220,0.56762220
41513,AOI-0063,2025-06-25,0.85615926,0.85615926,0.85615926,0.85615926,0.85615926,0.85615926
41516,AOI-0063,2025-06-28,0.80554850,0.80554850,0.80554850,0.80554850,0.80554850,0.80554850
41518,AOI-0063,2025-06-30,0.84112904,0.84112904,0.84112904,0.84112904,0.84112904,0.84112904
41524,AOI-0063,2025-07-06,0.78116877,0.78116877,0.78116877,0.78116877,0.78116877,0.78116877
41525,AOI-0063,2025-07-07,0.51607165,0.51607165,0.51607165,0.51607165,0.51607165,0.51607165
41540,AOI-0063,2025-07-22,0.51522817,0.51522817,0.51522817,0.51522817,0.51522817,0.51522817
41572,AOI-0063,2025-08-23,0.33604479,0.32586895,0.33604479,0.32586895,0.33604479,0.32586895
41593,AOI-0063,2025-09-13,0.22661803,0.22504004,0.22661803,0.22504004,0.22661803,0.22504004
41594,AOI-0063,2025-09-14,0.35082100,0.33409556,0.35082100,0.33409556,0.35082100,0.33409556
41654,AOI-0064,2025-04-14,0.39973128,0.35761424,0.39973128,0.35761424,0.39973128,0.35761424
41663,AOI-0064,2025-04-23,0.57243351,0.59826435,0.57243351,0.59826435,0.57243351,0.59826435
41664,AOI-0064,2025-04-24,0.41102640,0.40505821,0.41102640,0.40505821,0.41102640,0.40505821
41704,AOI-0064,2025-06-03,0.76443206,0.78108399,0.76443206,0.78108399,0.76443206,0.78108399
41706,AOI-0064,2025-06-05,0.70742397,0.72055607,0.70742397,0.72055607,0.70742397,0.72055607
41727,AOI-0064,2025-06-26,0.33595402,0.33806547,0.33595402,0.33806547,0.33595402,0.33806547
41728,AOI-0064,2025-06-27,0.36437685,0.34625149,0.36437685,0.34625149,0.36437685,0.34625149
41729,AOI-0064,2025-06-28,0.21783355,0.18584448,0.21783355,0.18584448,0.21783355,0.18584448
41741,AOI-0064,2025-07-10,0.23150297,0.22155887,0.23150297,0.22155887,0.23150297,0.22155887
41774,AOI-0064,2025-08-12,0.17301552,0.18623587,0.17301552,0.18623587,0.17301552,0.18623587
41781,AOI-0064,2025-08-19,0.17002597,0.15983749,0.17002597,0.15983749,0.17002597,0.15983749
41789,AOI-0064,2025-08-27,0.17361461,0.18245289,0.17361461,0.18245289,0.17361461,0.18245289
41793,AOI-0064,2025-08-31,0.18669988,0.20192426,0.18669988,0.20192426,0.18669988,0.20192426
41806,AOI-0064,2025-09-13,0.20256349,0.20061558,0.20256349,0.20061558,0.20256349,0.20061558
41829,AOI-0064,2025-10-06,0.25665987,0.25665987,0.25665987,0.25665987,0.25665987,0.25665987
41836,AOI-0064,2025-10-13,0.24841162,0.22042675,0.24841162,0.22042675,0.24841162,0.22042675
41872,AOI-0065,2025-04-19,0.38132284,0.36054681,0.38132284,0.36054681,0.38132284,0.36054681
41884,AOI-0065,2025-05-01,0.43887105,0.39769362,0.43887105,0.39769362,0.43887105,0.39769362
41918,AOI-0065,2025-06-04,0.51089827,0.48694811,0.51089827,0.51089827,0.51089827,0.51089827
41919,AOI-0065,2025-06-05,0.51730205,0.48518175,0.51730205,0.51730205,0.51730205,0.51730205
41922,AOI-0065,2025-06-08,0.55269674,0.54313714,0.55269674,0.54313714,0.55269674,0.54313714
41940,AOI-0065,2025-06-26,0.68078310,0.66815712,0.68078310,0.66815712,0.68078310,0.66815712
41959,AOI-0065,2025-07-15,0.34753784,0.32172266,,,0.34753784,
41962,AOI-0065,2025-07-18,0.36229321,0.35764783,0.36229321,0.35764783,0.36229321,0.35764783
41982,AOI-0065,2025-08-07,0.28332416,0.28232973,0.28332416,0.28232973,0.28332416,0.28232973
41992,AOI-0065,2025-08-17,0.25458027,0.26056193,0.25458027,0.26056193,0.25458027,0.26056193
42020,AOI-0065,2025-09-14,0.31241394,0.30862816,0.31241394,0.30862816,0.31241394,0.30862816
42031,AOI-0065,2025-09-25,0.24333550,0.24482523,0.22188674,0.22188674,0.24333550,0.22188674
42036,AOI-0065,2025-09-30,0.31284374,0.32641896,0.31284374,0.32641896,0.31284374,0.32641896
42044,AOI-0065,2025-10-08,0.25881291,0.24558793,0.25628276,0.25628276,0.25881291,0.25628276
42132,AOI-0066,2025-06-05,0.51541929,0.50445646,0.51541929,0.50445646,0.51541929,0.50445646
42162,AOI-0066,2025-07-05,0.78172600,0.78012616,0.78172600,0.78012616,0.78172600,0.78012616
42172,AOI-0066,2025-07-15,0.61524796,0.61524796,0.61524796,0.61524796,0.61524796,0.61524796
42182,AOI-0066,2025-07-25,0.53928897,0.53490509,0.53928897,0.53490509,0.53928897,0.53490509
42184,AOI-0066,2025-07-27,0.37098154,0.40246804,0.37098154,0.40246804,0.37098154,0.40246804
42202,AOI-0066,2025-08-14,0.24634639,0.28548432,0.24634639,0.28548432,0.24634639,0.28548432
42220,AOI-0066,2025-09-01,0.26474749,0.26576071,0.26474749,0.26576071,0.26474749,0.26576071
42304,AOI-0067,2010-04-25,0.29658247,0.29658247,0.29658247,0.29658247,0.24501178,0.24501178
42360,AOI-0067,2010-06-20,0.20278867,0.20278867,0.20278867,0.20278867,0.20278867,0.20278867
42366,AOI-0067,2010-06-26,0.21071747,0.23814605,0.21071747,0.21071747,0.22811818,0.27866688
42383,AOI-0067,2010-07-13,0.21316965,0.22954977,0.17219212,0.17219212,0.21316965,0.17620815
42391,AOI-0067,2010-07-21,0.21147096,0.21147096,,,0.21147096,0.18096824
42407,AOI-0067,2010-08-06,0.22246310,0.22246310,,,0.20301858,0.17562664
42408,AOI-0067,2010-08-07,0.17011452,0.17011452,0.18373700,0.18373700,0.16982246,0.16982246
42416,AOI-0067,2010-08-15,0.17493283,0.17493283,0.17493283,0.17493283,0.15411693,0.15411693
42455,AOI-0067,2010-09-23,0.16456620,0.16456620,0.17571463,0.17571463,0.16456620,0.17571463
42471,AOI-0067,2010-10-09,,,,,,
42531,AOI-0067,2011-05-09,,,,,,
42536,AOI-0067,2011-05-14,,,,,,
42648,AOI-0067,2011-09-03,,,,,,
42664,AOI-0067,2011-09-19,,,,,,
42743,AOI-0067,2012-05-08,,,,,0.28813678,0.30303724
42775,AOI-0067,2012-06-09,,,,,0.24128119,0.27997704
42823,AOI-0067,2012-07-27,,,,,0.13926852,0.14679976
42887,AOI-0067,2012-09-29,,,,,0.12633252,0.13197349
43039,AOI-0067,2013-07-30,0.18377616,0.18377616,0.18377616,0.18377616,0.18377616,0.18377616
43069,AOI-0067,2013-08-29,0.30583398,0.30583398,0.30583398,0.30583398,0.30583398,0.30583398
43182,AOI-0067,2014-05-21,0.27784115,0.30254133,0.27784115,0.30254133,0.27784115,0.30254133
43186,AOI-0067,2014-05-25,0.29198440,0.29570917,0.29198440,0.29570917,0.29198440,0.30408514
43198,AOI-0067,2014-06-06,0.31432380,0.27609769,0.31432380,0.31432380,0.31432380,0.31432380
43199,AOI-0067,2014-06-07,0.21094161,0.22319256,0.20614337,0.20614337,0.21094161,0.20614337
43223,AOI-0067,2014-07-01,0.18288984,0.18982229,0.18763575,0.18763575,0.18288984,0.18763575
43238,AOI-0067,2014-07-16,0.20567025,0.20034611,0.20567025,0.20034611,0.20567025,0.20034611
43239,AOI-0067,2014-07-17,0.15391783,0.16134987,0.14338074,0.14338074,0.15391783,0.14338074
43298,AOI-0067,2014-09-14,0.20997955,0.21267120,0.20997955,0.21267120,0.20997955,0.22232950
43326,AOI-0067,2014-10-12,0.17484115,0.17243850,0.18589521,0.18589521,0.17484115,0.18589521
43359,AOI-0067,2015-04-15,,,,,,
43383,AOI-0067,2015-05-09,0.29858206,0.29858206,,,0.29858206,
43407,AOI-0067,2015-06-02,,,,,,
43423,AOI-0067,2015-06-18,,,,,,
43447,AOI-0067,2015-07-12,0.44359356,0.44359356,,,0.44359356,
43455,AOI-0067,2015-07-20,,,,,,
43495,AOI-0067,2015-08-29,0.33010563,0.33010563,,,0.33010563,
43511,AOI-0067,2015-09-14,0.28171592,0.28171592,,,0.28171592,
43526,AOI-0067,2015-09-29,,,,,,
43590,AOI-0067,2016-05-03,,,,,,
43597,AOI-0067,2016-05-10,,,,,,
43598,AOI-0067,2016-05-11,,,,,,
43643,AOI-0067,2016-06-25,,,,,,
43662,AOI-0067,2016-07-14,,,,,,
43675,AOI-0067,2016-07-27,,,,,,
43739,AOI-0067,2016-09-29,,,,,,
43765,AOI-0067,2016-10-25,,,,,,
43774,AOI-0067,2017-04-04,,,,,,
43798,AOI-0067,2017-04-28,,,,,,
43805,AOI-0067,2017-05-05,,,,,,
43838,AOI-0067,2017-06-07,,,,,,
43870,AOI-0067,2017-07-09,,,,,,
43886,AOI-0067,2017-07-25,,,,,,
43894,AOI-0067,2017-08-02,,,,,,
43903,AOI-0067,2017-08-11,,,,,,
43905,AOI-0067,2017-08-13,,,,,0.41410542,0.41410542
43921,AOI-0067,2017-08-29,,,,,0.32231773,0.32231773
43937,AOI-0067,2017-09-14,,,,,0.31268429,0.31268429
43943,AOI-0067,2017-09-20,,,,,,
43989,AOI-0067,2018-04-06,,,,,,
44006,AOI-0067,2018-04-23,,,,,,
44038,AOI-0067,2018-05-25,,,,,,
44085,AOI-0067,2018-07-11,,,,,,
44134,AOI-0067,2018-08-29,,,,,,
44234,AOI-0067,2019-05-08,0.65828733,0.66169044,0.65828733,0.66169044,0.65828733,0.66169044
44254,AOI-0067,2019-05-28,0.80044936,0.75774892,0.80044936,0.75774892,0.80044936,0.75774892
44269,AOI-0067,2019-06-12,0.39492545,0.40142626,0.39492545,0.40142626,0.39492545,0.40142626
44299,AOI-0067,2019-07-12,0.31733919,0.31133297,0.31733919,0.31133297,0.32299914,0.32382159
44301,AOI-0067,2019-07-14,0.27100155,0.27283690,0.27100155,0.27283690,0.27100155,0.27283690
44315,AOI-0067,2019-07-28,0.43907735,0.41291354,0.43907735,0.41291354,0.42926383,0.40944573
44326,AOI-0067,2019-08-08,0.39670951,0.36935249,0.39670951,0.36935249,0.39670951,0.36935249
44329,AOI-0067,2019-08-11,0.36971456,0.34988763,0.36971456,0.34988763,0.36971456,0.34988763
44347,AOI-0067,2019-08-29,0.35364615,0.34241390,0.35364615,0.34241390,0.33899495,0.30834642
44354,AOI-0067,2019-09-05,0.25265117,0.25868121,0.25265117,0.25868121,0.25265117,0.25868121
44365,AOI-0067,2019-09-16,0.28778457,0.29226519,0.28778457,0.29226519,0.28778457,0.29226519
44373,AOI-0067,2019-09-24,,,,,,
44381,AOI-0067,2019-10-02,0.38063631,0.33421430,0.38063631,0.33421430,0.38063631,0.33421430
44382,AOI-0067,2019-10-03,0.24537875,0.25471754,0.24537875,0.25471754,0.24537875,0.25471754
44394,AOI-0067,2019-10-15,0.30166262,0.30415464,0.30166262,0.30415464,0.30166262,0.30415464
44431,AOI-0067,2020-04-22,0.21477993,0.21477993,0.21477993,0.21477993,0.21477993,0.21477993
44436,AOI-0067,2020-04-27,,,,,,
44441,AOI-0067,2020-05-02,,,,,,
44447,AOI-0067,2020-05-08,0.42913748,0.42913748,,,0.42913748,
44506,AOI-0067,2020-07-06,0.47015560,0.47015560,0.50092468,0.50092468,0.47015560,0.50092468
44525,AOI-0067,2020-07-25,,,,,,
44526,AOI-0067,2020-07-26,0.34303599,0.34303599,,,0.34303599,
44527,AOI-0067,2020-07-27,0.36426136,0.36426136,0.39906835,0.39906835,0.36426136,0.39906835
44556,AOI-0067,2020-08-25,0.36665552,0.36665552,,,0.36665552,
44607,AOI-0067,2020-10-15,0.16582556,0.16582556,0.07468827,0.07468827,0.16582556,0.07468827
44668,AOI-0067,2021-05-16,,,,,,
44689,AOI-0067,2021-06-06,,,,,,
44699,AOI-0067,2021-06-16,,,,,,
44701,AOI-0067,2021-06-18,,,,,,
44717,AOI-0067,2021-07-04,,,,,,
44774,AOI-0067,2021-08-30,,,,,,
44784,AOI-0067,2021-09-09,,,,,,
44814,AOI-0067,2021-10-09,,,,,,
44837,AOI-0067,2022-04-02,0.27500890,0.27500890,,,0.27500890,
44858,AOI-0067,2022-04-23,0.28306750,0.32987813,0.21985736,0.21985736,0.34494899,0.37668125
44861,AOI-0067,2022-04-26,,,,,,
44897,AOI-0067,2022-06-01,0.41444928,0.41444928,,,0.41444928,
44927,AOI-0067,2022-07-01,0.64067078,0.64067078,,,0.64067078,
44980,AOI-0067,2022-08-23,0.48908353,0.44453044,0.49228488,0.49228488,0.47579797,0.47435580
44981,AOI-0067,2022-08-24,,,,,,
44986,AOI-0067,2022-08-29,0.40195655,0.40195655,,,0.42116816,0.38542720
44989,AOI-0067,2022-09-01,0.32446486,0.32446486,,,0.32446486,
45013,AOI-0067,2022-09-25,,,,,,
45027,AOI-0067,2022-10-09,,,,,,
45032,AOI-0067,2022-10-14,0.28534891,0.28534891,,,0.28534891,
45071,AOI-0067,2023-04-23,0.36402965,0.36402965,0.36402965,0.36402965,0.36402965,0.36402965
45109,AOI-0067,2023-05-31,0.44022872,0.44022872,0.44022872,0.44022872,0.44022872,0.44022872
45139,AOI-0067,2023-06-30,,,,,,
45151,AOI-0067,2023-07-12,0.30599406,0.30599406,0.30599406,0.30599406,0.30599406,0.30599406
45160,AOI-0067,2023-07-21,0.51340776,0.51340776,0.51340776,0.51340776,0.51340776,0.51340776
45166,AOI-0067,2023-07-27,0.30790069,0.30790069,0.30790069,0.30790069,0.30790069,0.30790069
45196,AOI-0067,2023-08-26,,,,,,
45225,AOI-0067,2023-09-24,,,,,,
45228,AOI-0067,2023-09-27,,,,,,
45236,AOI-0067,2023-10-05,,,,,,
45244,AOI-0067,2023-10-13,,,,,,
45262,AOI-0067,2024-04-01,0.31241145,0.34572719,,,0.31241145,
45272,AOI-0067,2024-04-11,0.34599447,0.37142172,,,0.34599447,
45300,AOI-0067,2024-05-09,0.46060321,0.46060321,,,0.23162317,0.14321981
45315,AOI-0067,2024-05-24,0.36149641,0.34988171,,,0.28929699,0.23649336
45357,AOI-0067,2024-07-05,0.26670840,0.26670840,,,0.26670840,
45362,AOI-0067,2024-07-10,0.21483506,0.21483506,,,0.27124812,0.31466554
45412,AOI-0067,2024-08-29,0.18574490,0.18574490,,,0.18574490,
45420,AOI-0067,2024-09-06,0.15185195,0.15185195,,,0.16106512,0.13535976
45437,AOI-0067,2024-09-23,0.21448949,0.21448949,,,0.21448949,
45491,AOI-0067,2025-04-17,0.19154798,0.19154798,0.19154798,0.19154798,0.19154798,0.19154798
45497,AOI-0067,2025-04-23,0.24234977,0.24234977,0.24234977,0.24234977,0.24234977,0.24234977
45502,AOI-0067,2025-04-28,,,,,,
45540,AOI-0067,2025-06-05,,,,,,
45556,AOI-0067,2025-06-21,0.47845504,0.47845504,0.47845504,0.47845504,0.47845504,0.47845504
45561,AOI-0067,2025-06-26,0.62348680,0.62348680,0.62348680,0.62348680,0.62348680,0.62348680
45570,AOI-0067,2025-07-05,,,,,,
45579,AOI-0067,2025-07-14,,,,,,
45580,AOI-0067,2025-07-15,,,,,,
45602,AOI-0067,2025-08-06,,,,,,
45628,AOI-0067,2025-09-01,0.25157909,0.25157909,0.25157909,0.25157909,0.25157909,0.25157909
45650,AOI-0067,2025-09-23,,,,,,
45660,AOI-0067,2025-10-03,,,,,,
45703,AOI-0068,2010-04-16,,,,,,
45719,AOI-0068,2010-05-02,,,,,,
45726,AOI-0068,2010-05-09,,,,,0.29729099,
45768,AOI-0068,2010-06-20,,,,,,
45791,AOI-0068,2010-07-13,,,,,0.16398244,
45792,AOI-0068,2010-07-14,,,,,,
45806,AOI-0068,2010-07-28,,,,,0.17483930,
45816,AOI-0068,2010-08-07,,,,,0.13775231,
45838,AOI-0068,2010-08-29,,,,,0.17089331,
45907,AOI-0068,2011-04-07,0.41332953,0.42637894,0.41332953,0.42637894,0.41332953,0.38484880
45960,AOI-0068,2011-05-30,0.65147442,0.65147442,0.67139450,0.67139450,0.65147442,0.67139450
45976,AOI-0068,2011-06-15,,,,,,
45984,AOI-0068,2011-06-23,0.31070722,0.31070722,0.31070722,0.31070722,0.31070722,0.31070722
46007,AOI-0068,2011-07-16,0.26609434,0.26609434,0.26609434,0.26609434,0.26609434,0.26609434
46031,AOI-0068,2011-08-09,0.31982763,0.31982763,0.31982763,0.31982763,0.31982763,0.31982763
46056,AOI-0068,2011-09-03,0.16732767,0.16732767,,,0.16732767,
46231,AOI-0068,2012-07-27,,,,,0.18359788,
46238,AOI-0068,2012-08-03,,,,,0.17244322,
46318,AOI-0068,2012-10-22,,,,,,
46406,AOI-0068,2013-06-19,0.25517496,0.25517496,0.25517496,0.25517496,0.25517496,0.25517496
46414,AOI-0068,2013-06-27,0.28310330,0.28310330,0.28310330,0.28310330,0.28310330,0.28310330
46445,AOI-0068,2013-07-28,0.26915895,0.26915895,0.26974056,0.26974056,0.26915895,0.26974056
46566,AOI-0068,2014-04-27,0.46462242,0.43735319,0.46462242,0.43735319,0.46462242,0.43735319
46658,AOI-0068,2014-07-28,0.18653521,0.18398901,0.18653521,0.18398901,0.18653521,0.18398901
46678,AOI-0068,2014-08-17,0.17882205,0.17487806,0.17882205,0.17487806,0.17882205,0.17487806
46686,AOI-0068,2014-08-25,0.14283972,0.14272709,0.14283972,0.14272709,0.14283972,0.14272709
46727,AOI-0068,2014-10-05,0.14900311,0.13847779,0.14900311,0.13847779,0.14900311,0.13847779
46738,AOI-0068,2014-10-16,0.19282349,0.18967515,0.19282349,0.18967515,0.19282349,0.18967515
46751,AOI-0068,2014-10-29,0.17417766,0.17109519,0.17417766,0.17417766,0.17417766,0.17417766
46822,AOI-0068,2015-06-09,0.39348206,0.39348206,,,0.39348206,
46870,AOI-0068,2015-07-27,,,,,,
46878,AOI-0068,2015-08-04,0.28526109,0.28526109,,,0.28526109,
46997,AOI-0068,2016-05-02,,,,,,
47006,AOI-0068,2016-05-11,0.52247219,0.52247219,,,0.52247219,
47070,AOI-0068,2016-07-14,0.32656167,0.32656167,,,0.32656167,
47115,AOI-0068,2016-08-28,0.32013249,0.32013249,,,0.32013249,
47131,AOI-0068,2016-09-13,0.31233448,0.31233448,,,0.31233448,
47147,AOI-0068,2016-09-29,0.33565926,0.33565926,,,0.33565926,
47222,AOI-0068,2017-05-14,,,,,,
47249,AOI-0068,2017-06-10,0.45097284,0.44128692,0.45097284,0.44128692,0.45097284,0.44128692
47261,AOI-0068,2017-06-22,0.41721971,0.42546918,0.41721971,0.42546918,0.41721971,0.42546918
47266,AOI-0068,2017-06-27,,,,,,
47281,AOI-0068,2017-07-12,0.26155477,0.25757035,0.26155477,0.25757035,0.26155477,0.25757035
47302,AOI-0068,2017-08-02,0.21351313,0.22365542,0.21351313,0.21351313,0.21351313,0.21351313
47311,AOI-0068,2017-08-11,0.18261233,0.18622409,0.18261233,0.18622409,0.18261233,0.18622409
47313,AOI-0068,2017-08-13,0.20954243,0.22574491,0.20954243,0.22574491,0.22935606,0.22257475
47333,AOI-0068,2017-09-02,0.18621135,0.18314953,0.18621135,0.18314953,0.18621135,0.18314953
47334,AOI-0068,2017-09-03,0.20833523,0.22281021,0.20833523,0.20833523,0.20833523,0.20833523
47419,AOI-0068,2018-04-28,0.25694801,0.23789810,0.26103250,0.26103250,0.25694801,0.26103250
47430,AOI-0068,2018-05-09,0.26379508,0.25783635,0.27030658,0.27030658,0.26379508,0.27030658
47459,AOI-0068,2018-06-07,0.21779256,0.21779256,0.24888523,0.24888523,0.21779256,0.24888523
47493,AOI-0068,2018-07-11,0.16939402,0.16908271,0.17273857,0.17273857,0.16939402,0.17273857
47541,AOI-0068,2018-08-28,0.16142000,0.15972171,0.16525724,0.16525724,0.16142000,0.16525724
47550,AOI-0068,2018-09-06,0.18195069,0.18195069,0.16369353,0.16369353,0.18195069,0.16369353
47565,AOI-0068,2018-09-21,0.14965594,0.15041713,0.15701373,0.15701373,0.14965594,0.15701373
47659,AOI-0068,2019-05-25,0.53719667,0.54213109,0.53719667,0.54213109,0.53719667,0.54213109
47662,AOI-0068,2019-05-28,0.54412843,0.54159808,0.54412843,0.54159808,0.54412843,0.54159808
47693,AOI-0068,2019-06-28,0.28742577,0.26498729,0.28742577,0.26498729,0.28742577,0.26498729
47733,AOI-0068,2019-08-07,0.23213007,0.24592162,0.23213007,0.23213007,0.23213007,0.23213007
47758,AOI-0068,2019-09-01,0.20303565,0.20308651,0.20303565,0.20303565,0.20303565,0.20303565
47762,AOI-0068,2019-09-05,0.18676441,0.18635168,0.18676441,0.18635168,0.18676441,0.18635168
47772,AOI-0068,2019-09-15,0.17691390,0.17988248,0.17691390,0.17988248,0.17691390,0.17988248
47781,AOI-0068,2019-09-24,,,,,,
47782,AOI-0068,2019-09-25,0.19204396,0.19767033,0.19204396,0.19767033,0.19204396,0.19767033
47787,AOI-0068,2019-09-30,0.27836520,0.27343870,0.27836520,0.27343870,0.27836520,0.27343870
47789,AOI-0068,2019-10-02,0.23060652,0.21825236,0.23060652,0.23060652,0.23060652,0.23060652
47812,AOI-0068,2019-10-25,0.22157269,0.22797868,0.22157269,0.22167376,0.22157269,0.22167376
47819,AOI-0068,2020-04-02,0.35457007,0.31862995,0.35457007,0.31862995,0.34262997,0.35663910
47823,AOI-0068,2020-04-06,0.33006786,0.34212376,0.33006786,0.34212376,0.33006786,0.33237733
47829,AOI-0068,2020-04-12,0.28366627,0.31012402,0.28366627,0.31012402,0.28366627,0.31012402
47836,AOI-0068,2020-04-19,0.22235187,0.22858935,0.22235187,0.22858935,0.22235187,0.22858935
47904,AOI-0068,2020-06-26,0.19965371,0.19034054,0.19965371,0.19034054,0.19965371,0.19034054
47935,AOI-0068,2020-07-27,0.17430499,0.19525089,0.17430499,0.19525089,0.16677938,0.17453596
47939,AOI-0068,2020-07-31,0.16035255,0.15379560,0.16035255,0.15379560,0.16207711,0.15530512
47973,AOI-0068,2020-09-03,0.14611354,0.14660270,0.14611354,0.14660270,0.14611354,0.14660270
48005,AOI-0068,2020-10-05,0.14146459,0.14090588,0.14146459,0.14090588,0.14146459,0.14090588
48020,AOI-0068,2020-10-20,0.17038581,0.20115965,0.17038581,0.20115965,0.17038581,0.20115965
48061,AOI-0068,2021-05-01,,,,,,
48076,AOI-0068,2021-05-16,0.43490697,0.43490697,,,0.43490697,
48102,AOI-0068,2021-06-11,0.44679542,0.44679542,,,0.44679542,
48107,AOI-0068,2021-06-16,0.43728457,0.43728457,,,0.43728457,
48140,AOI-0068,2021-07-19,0.27658163,0.27658163,,,0.27658163,
48152,AOI-0068,2021-07-31,0.24778468,0.24778468,,,0.24778468,
48213,AOI-0068,2021-09-30,0.41325682,0.41325682,,,0.41325682,
48245,AOI-0068,2022-04-02,,,,,,
48255,AOI-0068,2022-04-12,0.35679486,0.35679486,,,0.35679486,
48266,AOI-0068,2022-04-23,0.36181495,0.36454510,,,0.36181495,
48285,AOI-0068,2022-05-12,0.38318344,0.39450266,,,0.38318344,
48300,AOI-0068,2022-05-27,0.33757408,0.35421255,,,0.33757408,
48312,AOI-0068,2022-06-08,0.35731323,0.35731323,,,0.35731323,
48324,AOI-0068,2022-06-20,0.27782811,0.27782811,,,0.27782811,
48335,AOI-0068,2022-07-01,0.20885436,0.21449132,,,0.20885436,
48348,AOI-0068,2022-07-14,0.19009428,0.18515784,,,0.19009428,
48364,AOI-0068,2022-07-30,0.19780284,0.19780284,,,0.19780284,
48380,AOI-0068,2022-08-15,0.18306911,0.18306911,,,0.18306911,
48459,AOI-0068,2023-04-03,,,,,,
48473,AOI-0068,2023-04-17,0.48721057,0.48721057,,,0.48721057,
48495,AOI-0068,2023-05-09,0.55345231,0.54366632,0.56548929,0.56548929,0.55345231,0.56548929
48523,AOI-0068,2023-06-06,0.52889473,0.52377296,0.54000066,0.54000066,0.52889473,0.54000066
48547,AOI-0068,2023-06-30,0.37435763,0.37435763,0.40355997,0.40355997,0.37435763,0.40355997
48552,AOI-0068,2023-07-05,0.32918323,0.33390768,0.34506126,0.34506126,0.32918323,0.34506126
48581,AOI-0068,2023-08-03,0.28263690,0.28263690,,,0.28263690,
48591,AOI-0068,2023-08-13,0.25143462,0.25919825,0.23193459,0.23193459,0.25143462,0.23193459
